2025-11-13 21:58:49,723 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.86) - Source: 192.168.10.3,timestamp,alert_type,source_ip,description,severity,ai_confidence,patterns
2025-11-16 15:47:20,461 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.69) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:20,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.69),MEDIUM,0.6856720157317223,
2025-11-16 15:47:20,555 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.88) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:20,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.88),MEDIUM,0.8821997724499485,
2025-11-16 15:47:20,607 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.72) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:20,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.72),MEDIUM,0.717937359529346,
2025-11-16 15:47:20,929 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 1.00) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:20,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:21,013 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 1.00) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:21,062 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 1.00) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:21,112 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 1.00) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:21,162 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.97) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.97),MEDIUM,0.9749857592448694,
2025-11-16 15:47:21,208 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.93) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.93),MEDIUM,0.9277725478629067,
2025-11-16 15:47:21,258 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.93) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.93),MEDIUM,0.9277725478629067,
2025-11-16 15:47:21,312 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.93) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.93),MEDIUM,0.9277725478629067,
2025-11-16 15:47:21,364 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.88) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.88),MEDIUM,0.8759994912795279,
2025-11-16 15:47:21,412 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.84) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.84),MEDIUM,0.8384585018116336,
2025-11-16 15:47:21,460 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.81) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.81),MEDIUM,0.805684196689627,
2025-11-16 15:47:21,507 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.78) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.78),MEDIUM,0.7759868361331268,
2025-11-16 15:47:21,554 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.75) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.75),MEDIUM,0.7487212782315763,
2025-11-16 15:47:21,621 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.72) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.72),MEDIUM,0.7234511032510791,
2025-11-16 15:47:21,682 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.70) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.70),MEDIUM,0.699415859423406,
2025-11-16 15:47:21,729 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.68) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.68),MEDIUM,0.6775006706036244,
2025-11-16 15:47:21,776 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.68) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:21,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.68),MEDIUM,0.6775006706036244,
2025-11-16 15:47:23,412 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.99) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:23,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.99),MEDIUM,0.9866700053824649,
2025-11-16 15:47:23,471 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.94) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:23,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.94),MEDIUM,0.9365134278986798,
2025-11-16 15:47:23,523 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.89) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:23,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.89),MEDIUM,0.8923861683207769,
2025-11-16 15:47:23,576 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.85) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:23,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.85),MEDIUM,0.8531325877713375,
2025-11-16 15:47:23,628 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.82) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:23,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.82),MEDIUM,0.8178861880272774,
2025-11-16 15:47:23,682 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.97) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:23,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.97),MEDIUM,0.9656753053733348,
2025-11-16 15:47:23,869 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.82) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:23,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.82),MEDIUM,0.823420989487074,
2025-11-16 15:47:23,937 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.90) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:23,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.90),MEDIUM,0.8953952926150026,
2025-11-16 15:47:23,990 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.86) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:23,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.86),MEDIUM,0.8558254160419941,
2025-11-16 15:47:24,037 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.82) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.82),MEDIUM,0.8203473132864425,
2025-11-16 15:47:24,084 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.79) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.79),MEDIUM,0.7882335828903756,
2025-11-16 15:47:24,192 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.76) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.76),MEDIUM,0.7589692990806913,
2025-11-16 15:47:24,252 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.73) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.73),MEDIUM,0.7309290729391197,
2025-11-16 15:47:24,300 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.71) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.71),MEDIUM,0.7062912564619003,
2025-11-16 15:47:24,349 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.68) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.68),MEDIUM,0.6834668815246355,
2025-11-16 15:47:24,402 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.68) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.68),MEDIUM,0.6785486346131915,
2025-11-16 15:47:24,449 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.67) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.67),MEDIUM,0.6737142340975769,
2025-11-16 15:47:24,501 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.71) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.71),MEDIUM,0.7138022020804765,
2025-11-16 15:47:24,553 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.71) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.71),MEDIUM,0.7138022020804765,
2025-11-16 15:47:24,603 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.71) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.71),MEDIUM,0.7138022020804765,
2025-11-16 15:47:24,669 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.69) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.69),MEDIUM,0.6904220613809092,
2025-11-16 15:47:24,741 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.69) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.69),MEDIUM,0.6904220613809092,
2025-11-16 15:47:24,802 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.69) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.69),MEDIUM,0.6904220613809092,
2025-11-16 15:47:24,869 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.71) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.71),MEDIUM,0.7052527426318256,
2025-11-16 15:47:24,933 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.68) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:24,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.68),MEDIUM,0.68248912665668,
2025-11-16 15:47:25,008 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.69) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:25,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.69),MEDIUM,0.6918791645551785,
2025-11-16 15:47:25,081 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.71) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:25,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.71),MEDIUM,0.7105764822970304,
2025-11-16 15:47:25,159 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.69) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:25,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.69),MEDIUM,0.6874313881662776,
2025-11-16 15:47:25,244 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 172.64.155.209 (confidence: 0.69) - Source: 172.64.155.209,,,,,,,
,,2025-11-16 15:47:25,AI Behavioral Anomaly,172.64.155.209,Unusual traffic pattern from 172.64.155.209 (confidence: 0.69),MEDIUM,0.6874313881662776,
2025-11-16 15:47:27,597 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 23.59.80.34 (confidence: 0.72) - Source: 23.59.80.34,,,,,,,
,,2025-11-16 15:47:27,AI Behavioral Anomaly,23.59.80.34,Unusual traffic pattern from 23.59.80.34 (confidence: 0.72),MEDIUM,0.7191111638457014,
2025-11-16 15:47:28,761 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 142.250.202.8 (confidence: 1.00) - Source: 142.250.202.8,,,,,,,
,,2025-11-16 15:47:28,AI Behavioral Anomaly,142.250.202.8,Unusual traffic pattern from 142.250.202.8 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:28,920 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 8.8.8.8 (confidence: 0.79) - Source: 8.8.8.8,,,,,,,
,,2025-11-16 15:47:28,AI Behavioral Anomaly,8.8.8.8,Unusual traffic pattern from 8.8.8.8 (confidence: 0.79),MEDIUM,0.7932933021864459,
2025-11-16 15:47:28,985 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.82) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:28,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.82),MEDIUM,0.8232092259536196,
2025-11-16 15:47:29,039 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.86) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:29,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.86),MEDIUM,0.8568233294781528,
2025-11-16 15:47:29,088 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.82) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:29,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.82),MEDIUM,0.8212987770983721,
2025-11-16 15:47:29,141 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 8.8.8.8 (confidence: 1.00) - Source: 8.8.8.8,,,,,,,
,,2025-11-16 15:47:29,AI Behavioral Anomaly,8.8.8.8,Unusual traffic pattern from 8.8.8.8 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:29,196 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 142.250.202.8 (confidence: 1.00) - Source: 142.250.202.8,,,,,,,
,,2025-11-16 15:47:29,AI Behavioral Anomaly,142.250.202.8,Unusual traffic pattern from 142.250.202.8 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:29,255 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 142.250.202.8 (confidence: 1.00) - Source: 142.250.202.8,,,,,,,
,,2025-11-16 15:47:29,AI Behavioral Anomaly,142.250.202.8,Unusual traffic pattern from 142.250.202.8 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:29,670 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:29,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:29,735 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:29,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:29,909 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 8.8.8.8 (confidence: 0.69) - Source: 8.8.8.8,,,,,,,
,,2025-11-16 15:47:29,AI Behavioral Anomaly,8.8.8.8,Unusual traffic pattern from 8.8.8.8 (confidence: 0.69),MEDIUM,0.6911538352241441,
2025-11-16 15:47:30,265 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.86) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:30,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.86),MEDIUM,0.8631787507362362,
2025-11-16 15:47:30,569 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.73) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:30,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.73),MEDIUM,0.7337733524043927,
2025-11-16 15:47:30,629 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.71) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:30,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.71),MEDIUM,0.7079673119881247,
2025-11-16 15:47:30,806 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 119.156.245.12 (confidence: 0.85) - Source: 119.156.245.12,,,,,,,
,,2025-11-16 15:47:30,AI Behavioral Anomaly,119.156.245.12,Unusual traffic pattern from 119.156.245.12 (confidence: 0.85),MEDIUM,0.8510783055943295,
2025-11-16 15:47:30,882 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 119.156.245.12 (confidence: 0.80) - Source: 119.156.245.12,,,,,,,
,,2025-11-16 15:47:30,AI Behavioral Anomaly,119.156.245.12,Unusual traffic pattern from 119.156.245.12 (confidence: 0.80),MEDIUM,0.7982608385226674,
2025-11-16 15:47:31,076 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 119.156.245.12 (confidence: 1.00) - Source: 119.156.245.12,,,,,,,
,,2025-11-16 15:47:31,AI Behavioral Anomaly,119.156.245.12,Unusual traffic pattern from 119.156.245.12 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:31,251 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.68) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:31,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.68),MEDIUM,0.6809388446868279,
2025-11-16 15:47:31,386 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 8.8.8.8 (confidence: 1.00) - Source: 8.8.8.8,,,,,,,
,,2025-11-16 15:47:31,AI Behavioral Anomaly,8.8.8.8,Unusual traffic pattern from 8.8.8.8 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:31,649 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 59.103.92.226 (confidence: 0.79) - Source: 59.103.92.226,,,,,,,
,,2025-11-16 15:47:31,AI Behavioral Anomaly,59.103.92.226,Unusual traffic pattern from 59.103.92.226 (confidence: 0.79),MEDIUM,0.7917831222553396,
2025-11-16 15:47:31,715 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 8.8.8.8 (confidence: 1.00) - Source: 8.8.8.8,,,,,,,
,,2025-11-16 15:47:31,AI Behavioral Anomaly,8.8.8.8,Unusual traffic pattern from 8.8.8.8 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:31,775 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 8.8.8.8 (confidence: 1.00) - Source: 8.8.8.8,,,,,,,
,,2025-11-16 15:47:31,AI Behavioral Anomaly,8.8.8.8,Unusual traffic pattern from 8.8.8.8 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:31,831 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 8.8.8.8 (confidence: 0.88) - Source: 8.8.8.8,,,,,,,
,,2025-11-16 15:47:31,AI Behavioral Anomaly,8.8.8.8,Unusual traffic pattern from 8.8.8.8 (confidence: 0.88),MEDIUM,0.8774875560976572,
2025-11-16 15:47:31,915 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.32.47 (confidence: 0.99) - Source: 104.18.32.47,,,,,,,
,,2025-11-16 15:47:31,AI Behavioral Anomaly,104.18.32.47,Unusual traffic pattern from 104.18.32.47 (confidence: 0.99),MEDIUM,0.98760421337446,
2025-11-16 15:47:32,466 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:32,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:32,528 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:32,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:33,381 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 47.246.28.185 (confidence: 0.78) - Source: 47.246.28.185,,,,,,,
,,2025-11-16 15:47:33,AI Behavioral Anomaly,47.246.28.185,Unusual traffic pattern from 47.246.28.185 (confidence: 0.78),MEDIUM,0.7849817785166059,
2025-11-16 15:47:34,871 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 47.246.28.185 (confidence: 1.00) - Source: 47.246.28.185,,,,,,,
,,2025-11-16 15:47:34,AI Behavioral Anomaly,47.246.28.185,Unusual traffic pattern from 47.246.28.185 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:34,921 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.99) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:34,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.99),MEDIUM,0.9874237850479948,
2025-11-16 15:47:35,676 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:35,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:47:36,794 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 47.246.28.185 (confidence: 0.87) - Source: 47.246.28.185,,,,,,,
,,2025-11-16 15:47:36,AI Behavioral Anomaly,47.246.28.185,Unusual traffic pattern from 47.246.28.185 (confidence: 0.87),MEDIUM,0.8726864400572668,
2025-11-16 15:47:38,493 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.70) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:38,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.70),MEDIUM,0.7010130544016118,
2025-11-16 15:47:38,755 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.74) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:47:38,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.74),MEDIUM,0.7400204880646025,
2025-11-16 15:47:38,804 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.72) - Source: 192.168.10.3,,,,,,,
