2025-11-13 21:58:49,723 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.86) - Source: 192.168.10.3,timestamp,alert_type,source_ip,description,severity,ai_confidence,patterns
2025-11-16 15:53:55,633 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:53:55,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:53:55,711 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 157.240.227.60 (confidence: 0.95) - Source: 157.240.227.60,,,,,,,
,,2025-11-16 15:53:55,AI Behavioral Anomaly,157.240.227.60,Unusual traffic pattern from 157.240.227.60 (confidence: 0.95),MEDIUM,0.9512117295439,
2025-11-16 15:53:55,792 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.70) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:53:55,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.70),MEDIUM,0.7004027971709103,
2025-11-16 15:53:55,918 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 157.240.227.60 (confidence: 0.90) - Source: 157.240.227.60,,,,,,,
,,2025-11-16 15:53:55,AI Behavioral Anomaly,157.240.227.60,Unusual traffic pattern from 157.240.227.60 (confidence: 0.90),MEDIUM,0.8982141132287293,
2025-11-16 15:53:56,460 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:53:56,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:53:56,869 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 0.72) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:53:56,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 0.72),MEDIUM,0.7205932780226044,
2025-11-16 15:53:58,194 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.72) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:53:58,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.72),MEDIUM,0.7177688850811664,
2025-11-16 15:53:58,273 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.70) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:53:58,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.70),MEDIUM,0.7018755438871281,
2025-11-16 15:53:58,788 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.99) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:53:58,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.99),MEDIUM,0.9895668193473202,
2025-11-16 15:53:59,096 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:53:59,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:53:59,262 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:53:59,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:53:59,607 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:53:59,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:53:59,885 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 13.107.246.63 (confidence: 1.00) - Source: 13.107.246.63,,,,,,,
,,2025-11-16 15:53:59,AI Behavioral Anomaly,13.107.246.63,Unusual traffic pattern from 13.107.246.63 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:53:59,997 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.97) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:53:59,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.97),MEDIUM,0.9717348162192436,
2025-11-16 15:54:00,186 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 13.107.246.63 (confidence: 1.00) - Source: 13.107.246.63,,,,,,,
,,2025-11-16 15:54:00,AI Behavioral Anomaly,13.107.246.63,Unusual traffic pattern from 13.107.246.63 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:00,301 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:00,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:00,447 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:00,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:00,609 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 13.107.246.63 (confidence: 1.00) - Source: 13.107.246.63,,,,,,,
,,2025-11-16 15:54:00,AI Behavioral Anomaly,13.107.246.63,Unusual traffic pattern from 13.107.246.63 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:00,757 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 13.107.246.63 (confidence: 1.00) - Source: 13.107.246.63,,,,,,,
,,2025-11-16 15:54:00,AI Behavioral Anomaly,13.107.246.63,Unusual traffic pattern from 13.107.246.63 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:00,875 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 13.107.246.63 (confidence: 0.94) - Source: 13.107.246.63,,,,,,,
,,2025-11-16 15:54:00,AI Behavioral Anomaly,13.107.246.63,Unusual traffic pattern from 13.107.246.63 (confidence: 0.94),MEDIUM,0.943738937701995,
2025-11-16 15:54:01,041 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 13.107.246.63 (confidence: 0.97) - Source: 13.107.246.63,,,,,,,
,,2025-11-16 15:54:01,AI Behavioral Anomaly,13.107.246.63,Unusual traffic pattern from 13.107.246.63 (confidence: 0.97),MEDIUM,0.9666160480228516,
2025-11-16 15:54:01,151 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 13.107.246.63 (confidence: 0.92) - Source: 13.107.246.63,,,,,,,
,,2025-11-16 15:54:01,AI Behavioral Anomaly,13.107.246.63,Unusual traffic pattern from 13.107.246.63 (confidence: 0.92),MEDIUM,0.9189345787706208,
2025-11-16 15:54:01,268 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 13.107.246.63 (confidence: 0.81) - Source: 13.107.246.63,,,,,,,
,,2025-11-16 15:54:01,AI Behavioral Anomaly,13.107.246.63,Unusual traffic pattern from 13.107.246.63 (confidence: 0.81),MEDIUM,0.8129044316008315,
2025-11-16 15:54:01,434 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 13.107.246.63 (confidence: 0.84) - Source: 13.107.246.63,,,,,,,
,,2025-11-16 15:54:01,AI Behavioral Anomaly,13.107.246.63,Unusual traffic pattern from 13.107.246.63 (confidence: 0.84),MEDIUM,0.8418094014679808,
2025-11-16 15:54:01,545 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 13.107.246.63 (confidence: 0.73) - Source: 13.107.246.63,,,,,,,
,,2025-11-16 15:54:01,AI Behavioral Anomaly,13.107.246.63,Unusual traffic pattern from 13.107.246.63 (confidence: 0.73),MEDIUM,0.7258926219799265,
2025-11-16 15:54:01,757 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 13.107.246.63 (confidence: 0.68) - Source: 13.107.246.63,,,,,,,
,,2025-11-16 15:54:01,AI Behavioral Anomaly,13.107.246.63,Unusual traffic pattern from 13.107.246.63 (confidence: 0.68),MEDIUM,0.6753661305240409,
2025-11-16 15:54:02,010 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:02,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:02,174 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 3.108.35.59 (confidence: 0.78) - Source: 3.108.35.59,,,,,,,
,,2025-11-16 15:54:02,AI Behavioral Anomaly,3.108.35.59,Unusual traffic pattern from 3.108.35.59 (confidence: 0.78),MEDIUM,0.7756876008595683,
2025-11-16 15:54:02,745 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:02,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:03,415 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:03,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:03,716 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.98) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:03,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.98),MEDIUM,0.983308471317808,
2025-11-16 15:54:03,852 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.99) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:03,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.99),MEDIUM,0.985053307769235,
2025-11-16 15:54:04,051 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.97) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:04,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.97),MEDIUM,0.9666002123302488,
2025-11-16 15:54:04,183 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.92) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:04,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.92),MEDIUM,0.9225866458162818,
2025-11-16 15:54:04,359 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.83) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:04,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.83),MEDIUM,0.8256000932648812,
2025-11-16 15:54:04,464 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.91) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:04,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.91),MEDIUM,0.9095365957568804,
2025-11-16 15:54:04,592 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.79) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:04,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.79),MEDIUM,0.7921020478910211,
2025-11-16 15:54:04,740 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.86) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:04,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.86),MEDIUM,0.8640785068544558,
2025-11-16 15:54:04,864 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.83) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:04,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.83),MEDIUM,0.829690830890597,
2025-11-16 15:54:05,030 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.80) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:05,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.80),MEDIUM,0.7968516071100294,
2025-11-16 15:54:05,328 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.77) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:05,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.77),MEDIUM,0.7662269341733938,
2025-11-16 15:54:05,509 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.74) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:05,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.74),MEDIUM,0.7398705339838382,
2025-11-16 15:54:05,819 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:05,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:06,106 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:06,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:08,354 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 0.75) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:08,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 0.75),MEDIUM,0.75377881819097,
2025-11-16 15:54:10,748 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:10,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:10,963 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.90) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:10,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.90),MEDIUM,0.8968636409165088,
2025-11-16 15:54:11,065 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.86) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:11,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.86),MEDIUM,0.8572096388188993,
2025-11-16 15:54:11,337 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:11,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:11,582 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.76) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:11,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.76),MEDIUM,0.7646851279870414,
2025-11-16 15:54:11,657 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.74) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:11,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.74),MEDIUM,0.7375476423286674,
2025-11-16 15:54:11,776 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.73) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:11,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.73),MEDIUM,0.7344762732190242,
2025-11-16 15:54:11,988 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:11,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:12,170 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.69) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:12,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.69),MEDIUM,0.6935808674004136,
2025-11-16 15:54:12,275 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.69) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:12,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.69),MEDIUM,0.6935808674004136,
2025-11-16 15:54:12,397 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.67) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:12,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.67),MEDIUM,0.6717787796988737,
2025-11-16 15:54:12,534 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.69) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:12,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.69),MEDIUM,0.6937015444332841,
2025-11-16 15:54:12,656 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.70) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:12,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.70),MEDIUM,0.7043467534353679,
2025-11-16 15:54:12,756 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 0.67) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:12,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 0.67),MEDIUM,0.6699890402721898,
2025-11-16 15:54:13,149 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:13,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:16,292 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 0.74) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:16,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 0.74),MEDIUM,0.7364175688950031,
2025-11-16 15:54:16,777 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:16,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:16,903 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.72) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:16,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.72),MEDIUM,0.7237444943617503,
2025-11-16 15:54:17,466 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 0.92) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:17,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 0.92),MEDIUM,0.921437680832799,
2025-11-16 15:54:17,737 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:17,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:17,875 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:17,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:18,087 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.88) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:18,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.88),MEDIUM,0.8821933840121111,
2025-11-16 15:54:18,374 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.70) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:18,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.70),MEDIUM,0.7016045892106945,
2025-11-16 15:54:18,500 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:18,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:18,595 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:18,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:18,824 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:18,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:19,180 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 0.94) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:19,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 0.94),MEDIUM,0.9353590164112604,
2025-11-16 15:54:19,300 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:19,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:21,251 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:21,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:21,893 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 0.75) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:21,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 0.75),MEDIUM,0.748808684235044,
2025-11-16 15:54:23,012 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:23,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:23,110 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:23,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:25,786 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 0.72) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:25,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 0.72),MEDIUM,0.7184089729511139,
2025-11-16 15:54:26,626 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 0.80) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:26,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 0.80),MEDIUM,0.7957587675990379,
2025-11-16 15:54:26,884 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:26,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:29,872 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:29,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:30,429 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:30,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:30,616 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 104.18.26.90 (confidence: 1.00) - Source: 104.18.26.90,,,,,,,
,,2025-11-16 15:54:30,AI Behavioral Anomaly,104.18.26.90,Unusual traffic pattern from 104.18.26.90 (confidence: 1.00),MEDIUM,1.0,
2025-11-16 15:54:30,698 - WARNING - AI Behavioral Anomaly - Unusual traffic pattern from 192.168.10.3 (confidence: 1.00) - Source: 192.168.10.3,,,,,,,
,,2025-11-16 15:54:30,AI Behavioral Anomaly,192.168.10.3,Unusual traffic pattern from 192.168.10.3 (confidence: 1.00),MEDIUM,1.0,
